Lch,Wch,Tch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
15.01,37.77,7.18,0.83,1.87,4.55551188835558e-5,1.31330502015997e-9,0.169889330322669,76.97262132070016,3.0106781646563e-5,8.56002077057672e-10,-0.1784643103804998,72.68598397838431
28.71,53.37,5.17,0.53,2.09,5.29587763990875e-5,4.75238192701046e-11,0.2350051547267692,63.28485382332039,3.22513371437495e-5,2.37680935609689e-11,-0.248247994245845,68.0173857612272
20.8,44.68,6.69,0.84,1.68,4.75022753510513e-5,2.00062855329382e-10,0.1926340927288607,68.0705997974372,3.06813292097262e-5,1.07301218153243e-10,-0.2153438774660612,66.6024961544246
26.54,46.01,6.64,1.19,1.67,4.00899894823829e-5,1.0562826371902e-10,0.2091114109713071,63.50622322806967,2.58620246131577e-5,5.82112298322427e-11,-0.241336960836689,67.198521296668
20.54,28.73,7.87,0.62,2.06,3.56657923746368e-5,1.66446501146566e-10,0.2007933011057063,68.8111100999634,2.31058287158905e-5,8.6265878304393e-11,-0.2306728798517199,67.22438850640009
16.04,42.58,5.12,0.56,2.06,4.85522781774332e-5,1.60948174584918e-10,0.1977123569636965,66.53959907009968,3.10324221732264e-5,9.51343413569819e-11,-0.2194311796680183,65.3965820714134
33.25,54.33,7.52,0.45,2.15,6.63699248119736e-5,6.44658360270684e-11,0.2188548452838315,53.276641968594106,4.28530183606987e-5,3.16859844301892e-11,-0.244708143712734,68.2650353195822
27.16,39.51,4.65,1.12,2.17,3.04926919099997e-5,4.17687771632626e-11,0.2390807216849039,68.67803414176421,-999.0,-999.0,-999.0,-999.0
16.29,78.33,4.77,0.85,1.63,8.03645959870331e-5,3.05221006511088e-10,0.1821523302547123,68.13309483147451,5.17076647829267e-5,1.79629177158457e-10,-0.1954877154839021,67.4751100867031
24.99,72.15,7.86,0.66,1.53,8.82183466068807e-5,2.03026394275398e-10,0.1868529435670262,66.0604555289481,5.91253932467909e-5,1.14492941422237e-10,-0.2115154666864904,66.49639604577301
19.27,48.97,5.31,0.51,1.73,5.1472672097633e-5,9.70463746091276e-11,0.2081628541683197,60.60754417303279,-999.0,-999.0,-999.0,-999.0
24.43,79.2,6.47,0.41,2.0,6.52611100750284e-5,1.35687320947019e-10,0.1928319191483347,62.47375038307709,6.40787306233623e-5,7.33150447412314e-11,-0.2150416978269022,57.90493466751639
17.05,27.64,7.6,0.31,2.06,4.41927193981416e-5,1.71815397078965e-10,0.1986437353884826,68.1839915494607,2.87744845952037e-5,1.0095153866013e-10,-0.2215423455752623,67.9493545734815
31.29,69.18,6.41,0.99,1.62,6.26152830750657e-5,8.35194226835512e-11,0.2094272845753103,57.81666816291328,4.02373881289483e-5,4.20476838415523e-11,-0.2438626723134682,68.4265577480361
32.29,47.07,7.56,1.11,2.16,4.07166809791721e-5,8.04984281759287e-11,0.2181525915831178,59.757528308026416,2.6700601733899e-5,4.08638458642051e-11,-0.2457911076154604,69.25622771854643
26.41,70.42,5.36,0.57,2.08,6.80357540110031e-5,7.94728355277576e-11,0.2095213080099159,56.429467291401494,4.23657049813373e-5,4.16860675323487e-11,-0.2434877193301302,68.2405111812425
21.47,19.1,7.08,0.71,2.1,2.44147644494019e-5,5.54041616183991e-11,0.241291618364931,69.1823594366699,1.51703828601706e-5,2.97571554073884e-11,-0.2510313556525127,70.93954895281642
