Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
16.29,30.97,0.41,1.78,8.15391077664998e-6,1.00915212879802e-10,0.2166014661335327,61.51912840611001,6.80591885319618e-6,1.22646742290528e-10,-0.2086977146261087,59.42245974527569
16.26,20.69,0.72,1.31,5.18317957042173e-6,6.69285420764745e-11,0.2178049121048667,61.71064600746243,4.34256274363576e-6,1.23543882727283e-10,-0.1976559714292368,61.472432835725385
25.8,98.5,0.89,1.79,1.99360464557932e-5,1.82917642518131e-10,0.2214865927196106,62.396429061782996,2.18762194162977e-5,5.31353662190231e-10,-0.1871830360698938,59.28753563012072
33.13,73.8,1.25,1.27,1.26365068674351e-5,1.00703470352578e-10,0.2240193618955947,62.0000381863436,1.61122144586022e-5,4.91195987105581e-10,-0.1746273353492967,59.9416238262929
25.44,79.89,1.35,2.23,1.43329525636239e-5,1.81160184646109e-10,0.2196689436780508,61.774102222792656,1.79996657328347e-5,1.3213678798785e-9,-0.1587303950422525,60.55103444114232
11.44,75.11,0.76,1.56,2.00315731896696e-5,4.84697815673162e-10,0.2127678221760852,61.12837302085915,1.67535559776124e-5,1.2410069061121e-9,-0.1828378294586497,62.25020997259678
25.53,38.18,1.37,2.5,,,,,,,,
43.57,63.29,0.8,1.6,,,,,,,,
25.56,75.85,1.18,1.72,,,,,,,,
26.42,49.92,1.09,1.59,,,,,,,,
17.52,66.88,0.88,2.2,,,,,,,,
34.69,55.8,0.64,1.79,,,,,,,,
37.6,42.5,0.49,2.51,,,,,,,,
32.51,94.23,0.65,2.2,,,,,,,,
39.72,78.1,1.01,1.38,,,,,,,,
10.27,38.92,0.78,1.46,,,,,,,,
42.52,26.41,0.55,1.98,,,,,,,,
30.93,60.17,0.66,2.63,,,,,,,,
18.44,20.99,0.24,1.66,,,,,,,,
33.76,88.82,1.25,1.77,,,,,,,,
16.76,16.89,0.35,2.43,,,,,,,,
21.79,75.03,1.4,1.85,,,,,,,,
43.21,91.2,1.22,2.95,,,,,,,,
12.1,37.39,0.31,1.5,,,,,,,,
32.1,44.02,0.34,1.98,,,,,,,,
8.41,21.62,1.43,1.8,,,,,,,,
12.99,72.83,1.38,1.67,,,,,,,,
35.33,11.76,0.69,2.67,,,,,,,,
32.56,60.48,0.29,1.93,,,,,,,,
11.66,72.07,0.44,1.96,,,,,,,,
14.78,54.18,0.98,1.71,,,,,,,,
39.37,90.16,1.11,2.63,,,,,,,,
30.61,79.47,0.67,1.44,,,,,,,,
43.2,60.11,1.14,1.45,,,,,,,,
35.69,60.56,1.19,1.54,,,,,,,,
41.36,93.14,1.35,1.72,,,,,,,,
10.03,55.31,0.51,2.92,,,,,,,,
38.05,81.05,0.33,2.89,,,,,,,,
23.74,48.08,0.71,1.21,,,,,,,,
44.09,28.16,1.33,2.86,,,,,,,,
41.5,32.34,0.87,2.25,,,,,,,,
30.41,94.9,0.63,1.74,,,,,,,,
22.43,58.54,1.38,1.85,,,,,,,,
21.78,96.32,0.5,1.99,,,,,,,,
35.9,98.81,0.7,2.12,,,,,,,,
24.42,93.43,0.48,2.3,,,,,,,,
29.46,32.84,0.43,1.41,,,,,,,,
7.04,47.74,0.49,2.51,,,,,,,,
37.89,99.23,0.39,2.94,,,,,,,,
13.14,62.93,1.13,1.94,,,,,,,,
27.67,20.27,1.33,1.72,,,,,,,,
17.21,49.61,0.77,2.28,,,,,,,,
29.36,32.44,0.85,1.5,,,,,,,,
21.11,26.69,0.37,2.13,,,,,,,,
33.62,73.66,0.56,2.25,,,,,,,,
8.22,53.99,1.39,1.28,,,,,,,,
28.86,34.0,1.45,2.36,,,,,,,,
38.55,55.47,0.49,2.81,,,,,,,,
8.12,12.42,0.32,2.96,,,,,,,,
22.23,57.92,0.36,1.3,,,,,,,,
7.0,25.09,0.58,2.64,,,,,,,,
7.61,59.09,0.82,2.03,,,,,,,,
7.09,55.23,0.96,2.71,,,,,,,,
36.98,73.12,0.44,2.52,,,,,,,,
20.4,35.04,0.92,1.54,,,,,,,,
27.51,31.4,0.69,2.77,,,,,,,,
40.9,45.58,0.82,2.93,,,,,,,,
25.35,93.03,0.52,1.72,,,,,,,,
28.3,18.86,0.35,2.88,,,,,,,,
15.04,76.82,0.22,1.34,,,,,,,,
11.75,40.38,0.28,2.23,,,,,,,,
8.6,89.52,0.81,2.87,,,,,,,,
40.11,78.57,0.34,2.46,,,,,,,,
29.92,14.95,0.36,1.64,,,,,,,,
43.52,68.54,0.36,2.3,,,,,,,,
8.27,66.51,0.83,1.86,,,,,,,,
24.82,15.32,0.68,1.92,,,,,,,,
41.22,16.38,0.41,2.06,,,,,,,,
7.31,94.03,0.32,2.19,,,,,,,,
34.6,20.85,0.51,1.81,,,,,,,,
41.8,51.79,1.23,1.35,,,,,,,,
34.49,11.34,1.1,1.42,,,,,,,,
21.61,93.73,0.29,1.9,,,,,,,,
39.22,86.46,0.53,2.95,,,,,,,,
42.7,22.2,1.25,1.83,,,,,,,,
9.48,69.82,1.49,1.95,,,,,,,,
24.53,66.81,0.38,1.21,,,,,,,,
43.89,18.56,0.96,2.57,,,,,,,,
42.91,52.4,1.26,2.18,,,,,,,,
37.03,15.23,0.68,1.62,,,,,,,,
15.69,40.73,0.59,1.91,,,,,,,,
15.77,36.69,0.7,2.85,,,,,,,,
22.17,77.22,0.75,1.55,,,,,,,,
44.86,43.55,0.55,2.35,,,,,,,,
40.09,17.0,0.89,2.46,,,,,,,,
30.08,91.85,1.11,2.65,,,,,,,,
30.19,48.48,0.26,2.92,,,,,,,,
16.52,31.98,1.07,1.56,,,,,,,,
23.1,33.45,0.83,2.56,,,,,,,,
27.23,34.73,0.48,1.81,,,,,,,,
16.83,83.81,0.84,2.76,,,,,,,,
15.88,32.53,1.41,1.28,,,,,,,,
9.31,23.56,0.36,1.23,,,,,,,,
20.29,30.06,1.42,2.77,,,,,,,,
43.28,92.61,0.25,2.41,,,,,,,,
13.78,23.19,0.54,1.93,,,,,,,,
7.13,27.99,1.32,1.46,,,,,,,,
15.32,94.36,1.42,2.86,,,,,,,,
16.78,59.74,0.59,1.34,,,,,,,,
18.42,41.45,0.29,2.99,,,,,,,,
8.92,51.29,0.95,1.36,,,,,,,,
8.69,91.44,0.81,2.67,,,,,,,,
29.12,41.12,1.43,1.34,,,,,,,,
42.2,53.55,1.08,2.12,,,,,,,,
35.55,32.76,0.47,2.78,,,,,,,,
24.73,23.87,0.88,2.28,,,,,,,,
29.67,86.92,0.86,1.42,,,,,,,,
26.82,35.23,1.34,2.36,,,,,,,,
23.03,48.85,1.38,1.97,,,,,,,,
41.62,47.83,0.47,1.48,,,,,,,,
29.58,64.93,0.45,1.37,,,,,,,,
24.77,63.1,0.77,2.06,,,,,,,,
8.19,36.35,0.98,2.42,,,,,,,,
34.06,80.47,0.93,1.89,,,,,,,,
39.02,84.42,0.52,1.24,,,,,,,,
39.48,46.7,0.74,1.29,,,,,,,,
17.66,48.4,0.56,2.79,,,,,,,,
42.79,29.89,0.84,2.96,,,,,,,,
40.8,11.95,0.3,2.71,,,,,,,,
32.4,80.09,1.22,1.26,,,,,,,,
28.83,71.28,1.26,2.6,,,,,,,,
36.76,74.83,0.69,2.53,,,,,,,,
23.96,58.51,0.49,2.88,,,,,,,,
29.88,58.04,1.0,1.62,,,,,,,,
33.69,65.5,1.08,1.55,,,,,,,,
12.83,91.07,0.94,2.79,,,,,,,,
34.21,88.43,0.22,2.82,,,,,,,,
42.35,35.81,0.75,1.76,,,,,,,,
26.89,50.95,0.99,2.97,,,,,,,,
28.36,51.71,1.4,1.69,,,,,,,,
15.71,86.04,0.85,2.56,,,,,,,,
34.82,97.6,0.36,2.54,,,,,,,,
24.26,99.4,0.67,2.69,,,,,,,,
44.89,40.52,1.17,2.98,,,,,,,,
7.77,22.26,1.18,2.57,,,,,,,,
9.79,60.68,1.03,2.82,,,,,,,,
17.44,82.19,1.37,2.75,,,,,,,,
37.77,63.89,0.96,2.85,,,,,,,,
11.91,39.71,1.34,2.0,,,,,,,,
35.83,49.29,0.63,2.28,,,,,,,,
28.2,85.01,0.85,2.87,,,,,,,,
20.97,87.7,0.52,2.34,,,,,,,,
24.99,28.36,0.36,2.19,,,,,,,,
30.33,57.18,0.72,2.19,,,,,,,,
29.1,22.97,1.44,1.66,,,,,,,,
16.12,12.59,1.03,1.71,,,,,,,,
10.78,70.14,0.46,2.97,,,,,,,,
24.48,14.47,0.63,2.13,,,,,,,,
16.02,93.22,0.75,1.81,,,,,,,,
19.31,38.57,0.7,1.82,,,,,,,,
39.11,50.54,1.31,1.57,,,,,,,,
30.25,86.14,0.3,2.52,,,,,,,,
7.85,59.38,0.44,2.71,,,,,,,,
9.6,54.91,0.33,1.74,,,,,,,,
18.54,35.7,0.78,1.42,,,,,,,,
28.96,72.72,1.23,2.04,,,,,,,,
14.17,14.15,1.34,2.7,,,,,,,,
19.56,53.26,1.24,1.63,,,,,,,,
21.95,66.54,1.06,1.33,,,,,,,,
16.58,67.34,0.32,2.18,,,,,,,,
31.74,17.41,0.85,1.3,,,,,,,,
31.74,41.74,1.47,2.09,,,,,,,,
44.34,99.74,1.13,2.25,,,,,,,,
41.12,67.58,1.44,2.31,,,,,,,,
37.25,51.4,1.26,2.04,,,,,,,,
27.75,51.11,1.18,2.94,,,,,,,,
38.03,41.15,1.01,1.73,,,,,,,,
14.72,78.31,1.0,2.48,,,,,,,,
29.57,69.0,0.98,1.97,,,,,,,,
34.46,98.02,0.55,2.08,,,,,,,,
18.03,94.14,1.42,2.71,,,,,,,,
33.34,54.4,1.48,1.8,,,,,,,,
10.19,41.87,1.46,2.07,,,,,,,,
36.51,91.78,0.97,2.92,,,,,,,,
42.47,60.59,0.86,1.76,,,,,,,,
33.39,58.61,0.47,1.77,,,,,,,,
13.65,26.02,0.43,1.99,,,,,,,,
21.51,67.26,1.09,2.96,,,,,,,,
26.35,59.48,0.92,1.61,,,,,,,,
18.22,69.3,0.42,1.25,,,,,,,,
41.56,85.31,0.42,1.59,,,,,,,,
31.56,15.06,1.17,1.4,,,,,,,,
27.9,60.23,0.39,2.6,,,,,,,,
18.57,58.09,1.09,1.57,,,,,,,,
44.2,47.11,0.83,2.41,,,,,,,,
12.23,81.3,1.29,2.91,,,,,,,,
40.52,27.89,0.64,2.39,,,,,,,,
34.51,43.1,1.21,1.43,,,,,,,,
7.66,95.5,0.72,2.67,,,,,,,,
17.27,57.27,1.37,2.99,,,,,,,,
9.37,58.93,0.89,2.88,,,,,,,,
36.14,30.38,0.98,2.47,,,,,,,,
34.05,54.3,1.05,2.45,,,,,,,,
8.49,24.72,0.71,1.38,,,,,,,,
19.05,96.27,1.29,2.14,,,,,,,,
31.46,98.98,0.64,1.91,,,,,,,,
32.23,60.33,0.37,2.26,,,,,,,,
25.89,28.51,1.47,2.24,,,,,,,,
25.83,90.54,0.24,2.72,,,,,,,,
27.2,65.98,0.67,2.66,,,,,,,,
20.2,69.98,0.99,2.38,,,,,,,,
38.9,91.9,0.9,2.44,,,,,,,,
34.56,97.11,1.45,2.46,,,,,,,,
9.84,25.23,0.66,2.44,,,,,,,,
33.48,63.14,1.0,2.24,,,,,,,,
28.22,14.41,0.34,1.29,,,,,,,,
14.11,67.12,0.96,2.5,,,,,,,,
18.91,92.21,0.22,1.45,,,,,,,,
39.4,37.05,1.21,1.48,,,,,,,,
27.47,87.08,1.4,2.99,,,,,,,,
18.33,46.41,0.24,1.39,,,,,,,,
15.61,79.71,1.32,2.78,,,,,,,,
17.02,63.62,1.3,1.35,,,,,,,,
8.77,78.65,0.44,1.22,,,,,,,,
10.87,74.48,0.79,2.94,,,,,,,,
44.95,89.08,0.22,1.24,,,,,,,,
42.03,64.74,0.97,1.79,,,,,,,,
42.16,65.77,1.31,2.14,,,,,,,,
19.03,83.05,0.76,2.81,,,,,,,,
9.15,93.53,1.36,1.5,,,,,,,,
35.45,28.34,1.2,1.69,,,,,,,,
26.7,45.82,0.51,2.05,,,,,,,,
18.79,14.68,0.27,1.21,,,,,,,,
8.72,18.3,0.87,2.31,,,,,,,,
31.96,55.56,0.72,1.5,,,,,,,,
26.03,84.97,0.48,1.9,,,,,,,,
21.08,46.46,0.41,2.67,,,,,,,,
15.54,15.98,0.57,1.64,,,,,,,,
10.15,16.24,0.57,2.87,,,,,,,,
43.76,81.78,0.28,1.57,,,,,,,,
19.45,92.72,0.47,1.3,,,,,,,,
35.23,60.93,0.58,2.0,,,,,,,,
32.81,55.12,1.14,1.2,,,,,,,,
28.6,34.59,0.88,1.27,,,,,,,,
36.22,62.82,0.92,1.44,,,,,,,,
38.31,27.76,1.03,1.66,,,,,,,,
24.56,33.0,1.41,1.66,,,,,,,,
36.26,51.49,0.37,2.73,,,,,,,,
21.0,14.71,1.23,1.86,,,,,,,,
7.28,89.77,0.22,2.71,,,,,,,,
18.2,44.4,0.43,1.25,,,,,,,,
38.63,27.41,0.2,1.89,,,,,,,,
21.56,68.07,0.23,1.57,,,,,,,,
19.41,29.42,0.23,1.82,,,,,,,,
16.62,63.77,1.42,1.88,,,,,,,,
39.96,77.07,1.2,1.41,,,,,,,,
14.23,47.71,1.37,2.01,,,,,,,,
19.97,90.93,0.8,2.13,,,,,,,,
40.34,52.03,0.27,2.61,,,,,,,,
26.19,31.95,1.02,1.7,,,,,,,,
26.74,62.3,0.47,2.08,,,,,,,,
21.47,46.18,1.03,2.4,,,,,,,,
34.63,46.26,0.27,2.88,,,,,,,,
13.26,27.65,0.79,2.97,,,,,,,,
8.87,36.87,0.76,3.0,,,,,,,,
31.18,89.12,1.26,2.84,,,,,,,,
34.41,67.91,0.55,1.47,,,,,,,,
19.71,13.6,0.22,2.15,,,,,,,,
26.31,91.66,0.95,1.96,,,,,,,,
39.68,14.85,0.71,2.35,,,,,,,,
35.13,68.37,1.0,2.55,,,,,,,,
43.95,79.18,0.41,2.45,,,,,,,,
31.83,78.33,0.28,2.53,,,,,,,,
8.18,53.91,0.9,2.53,,,,,,,,
17.79,62.15,1.48,1.67,,,,,,,,
9.65,46.33,0.21,1.49,,,,,,,,
16.37,15.79,1.2,2.39,,,,,,,,
10.08,20.38,0.31,1.46,,,,,,,,
15.22,97.95,0.55,2.64,,,,,,,,
16.48,32.17,0.64,1.26,,,,,,,,
25.3,37.83,0.54,2.57,,,,,,,,
35.88,73.03,0.83,2.67,,,,,,,,
31.86,47.2,1.04,2.27,,,,,,,,
24.65,69.32,0.93,2.35,,,,,,,,
36.8,13.98,0.74,1.99,,,,,,,,
8.57,24.12,0.76,1.67,,,,,,,,
40.4,33.71,0.65,2.74,,,,,,,,
7.24,56.48,0.58,2.16,,,,,,,,
38.82,54.87,0.9,2.86,,,,,,,,
35.24,19.64,1.08,2.5,,,,,,,,
20.59,56.13,0.95,2.23,,,,,,,,
39.92,66.66,0.39,2.04,,,,,,,,
17.88,63.49,0.99,1.96,,,,,,,,
20.06,79.38,0.85,2.51,,,,,,,,
14.9,87.42,1.48,1.71,,,,,,,,
17.36,61.98,1.13,1.8,,,,,,,,
28.42,90.41,0.69,2.06,,,,,,,,
21.42,52.83,0.87,2.84,,,,,,,,
19.64,39.65,0.28,2.5,,,,,,,,
20.08,97.8,0.7,1.22,,,,,,,,
34.92,36.02,1.31,2.32,,,,,,,,
8.09,20.91,1.19,1.23,,,,,,,,
44.59,42.67,0.74,2.93,,,,,,,,
36.63,77.46,0.37,1.31,,,,,,,,
18.75,33.17,1.06,1.68,,,,,,,,
11.39,10.93,0.57,2.58,,,,,,,,
12.7,46.94,0.41,1.7,,,,,,,,
34.01,41.59,0.49,1.23,,,,,,,,
7.43,30.08,0.93,1.31,,,,,,,,
25.4,81.96,1.22,2.59,,,,,,,,
21.23,52.51,1.45,2.84,,,,,,,,
42.32,84.68,0.23,2.85,,,,,,,,
18.65,95.61,0.6,1.85,,,,,,,,
22.13,19.47,0.88,2.06,,,,,,,,
15.46,23.44,0.84,2.06,,,,,,,,
38.68,64.27,1.23,1.36,,,,,,,,
12.18,80.81,1.07,2.01,,,,,,,,
39.31,72.53,0.38,2.62,,,,,,,,
42.13,63.93,0.57,1.91,,,,,,,,
8.38,17.72,1.16,2.54,,,,,,,,
27.95,39.27,1.3,2.47,,,,,,,,
37.79,94.47,0.33,2.39,,,,,,,,
31.81,11.43,0.59,1.75,,,,,,,,
36.02,18.98,1.45,2.05,,,,,,,,
20.68,45.55,0.52,1.27,,,,,,,,
10.62,22.78,0.37,1.6,,,,,,,,
24.46,78.99,1.01,2.07,,,,,,,,
12.4,81.85,0.38,1.68,,,,,,,,
24.0,98.73,1.31,1.56,,,,,,,,
36.17,74.42,1.04,2.12,,,,,,,,
44.56,18.21,0.58,1.97,,,,,,,,
23.72,42.61,1.25,1.29,,,,,,,,
41.99,89.43,1.08,2.63,,,,,,,,
18.3,46.84,1.34,2.23,,,,,,,,
29.01,44.84,1.13,1.32,,,,,,,,
12.15,95.95,0.78,2.13,,,,,,,,
41.93,76.27,1.22,1.47,,,,,,,,
24.31,60.8,1.08,2.45,,,,,,,,
22.38,89.36,1.13,2.99,,,,,,,,
39.84,76.69,0.23,1.94,,,,,,,,
11.95,51.65,0.8,2.11,,,,,,,,
20.87,21.84,0.92,2.69,,,,,,,,
42.1,26.88,0.62,1.74,,,,,,,,
38.22,16.03,1.04,2.91,,,,,,,,
25.95,71.95,1.32,2.87,,,,,,,,
44.15,37.9,1.36,1.49,,,,,,,,
11.36,16.78,1.04,2.72,,,,,,,,
32.49,40.25,1.04,2.93,,,,,,,,
44.46,52.19,1.01,2.79,,,,,,,,
18.27,72.3,1.11,2.42,,,,,,,,
35.1,77.93,0.5,2.85,,,,,,,,
31.32,61.11,0.56,2.86,,,,,,,,
36.03,22.14,1.44,2.32,,,,,,,,
21.88,99.62,0.53,1.86,,,,,,,,
28.45,83.58,0.73,1.61,,,,,,,,
43.79,75.56,0.79,1.36,,,,,,,,
26.22,30.61,0.93,1.95,,,,,,,,
26.09,17.06,0.2,1.79,,,,,,,,
43.29,28.33,1.28,1.28,4.28214157581797e-6,2.76239722032121e-11,0.2250686643202993,61.39430989638853,6.19635420213677e-6,1.28999099939849e-10,-0.1762294497815631,60.45607760231913
23.79,21.9,1.05,2.87,4.2780431033218e-6,5.6677733128676e-11,0.2171980392327488,61.34519199732839,4.7127856842652e-6,2.54686786246869e-10,-0.1712893814027974,59.825050513534066
11.6,52.39,0.93,1.52,1.34841728516486e-5,3.53937498181651e-10,0.2122606418958447,61.79936358381121,1.18220587603932e-5,1.22029815328197e-9,-0.1743256081700807,60.02941770395853
42.14,71.53,1.37,1.65,1.00642844283558e-5,7.56106699549394e-11,0.2250388089074097,61.95535638647619,1.57312783809494e-5,4.63090484640853e-10,-0.1684221632754734,59.14580604978074
9.57,34.1,1.03,2.67,8.7836939678812e-6,6.91458663714638e-10,0.1987034452151644,65.78269401644339,7.62618791782993e-6,3.99014551440241e-9,-0.1434103150399085,64.42317954356031
38.94,12.14,1.24,1.81,1.93868384369803e-6,1.3946850880498e-11,0.2237364113457055,61.86841812220567,2.4435829893759e-6,6.43854671766979e-11,-0.1753108146923376,60.11814847226012
7.83,29.49,0.48,1.2,8.75881219168458e-6,2.74762794160827e-10,0.2122076906507505,60.877971220611755,6.60043044794657e-6,3.12520416205243e-10,-0.2072291732555118,61.409387218437836
30.31,30.01,1.4,1.79,5.09114563738653e-6,4.96103117929856e-11,0.2224565067936318,62.4980763301919,6.53132432734383e-6,4.44632872028565e-10,-0.1566336214917546,59.828745797243066
16.64,94.35,0.29,1.7,2.55725122709123e-5,2.89155037243622e-10,0.216706784717082,61.571845883608454,2.12244819688112e-5,2.69022131542109e-10,-0.2155153158544363,61.58485883456774
21.36,62.0,1.33,1.78,1.22270987222695e-5,1.67200745572654e-10,0.2197213779346915,61.840150500109424,1.36744007062097e-5,1.00274112084548e-9,-0.1645350593963867,61.803487244266734
18.62,38.86,1.48,2.99,7.58835116808176e-6,1.90929399047523e-10,0.2124979198075111,63.48434456797139,8.66569748091496e-6,2.8073959779377e-9,-0.1330457477685258,62.15914805707245
39.21,65.25,1.38,1.96,9.43726121083026e-6,7.89898692294909e-11,0.2239077448370157,62.450225714625034,1.41340880871656e-5,5.52813696555996e-10,-0.1628172073616359,61.090905190990085
34.05,77.91,0.24,2.27,1.71172813419072e-5,1.00092044868788e-10,0.2197703205601615,61.35989949060272,1.70830136325076e-5,1.00585717476448e-10,-0.215442300486964,61.07686976561763
35.17,78.97,0.5,1.27,1.68025202580541e-5,9.08309408687894e-11,0.2222189089518121,60.65722925601565,1.73837532464939e-5,1.06006824099375e-10,-0.21289338525588,60.890857746211765
42.67,62.54,1.37,2.95,8.36383171473432e-6,7.35359655896889e-11,0.223504399581679,62.59733994649713,1.36525966576196e-5,6.08219542483582e-10,-0.1576256509014785,60.175154221295536
38.81,84.0,0.91,1.61,1.42918805554822e-5,9.27926495838674e-11,0.2237177877427078,61.41654886414695,1.81590366720981e-5,2.623222224012e-10,-0.189653794767705,59.04067184040733
11.18,92.0,0.66,1.29,2.51667253849637e-5,5.2516207248923e-10,0.2148666871088315,60.91540678564501,2.09001568848366e-5,1.00454481080071e-9,-0.1935288965872458,59.91202141671447
9.78,73.41,0.24,2.51,2.07621815580573e-5,7.27989545373951e-10,0.2082329471232689,63.57055319407797,1.66278453771188e-5,9.61575048154273e-10,-0.1960698200830406,61.01503829871183
23.93,89.88,0.39,2.43,2.06335056720823e-5,1.92073103154376e-10,0.2178021746075995,61.84640594566139,2.00062246141173e-5,2.55121523574119e-10,-0.2066426905790645,58.89148934800731
40.71,48.49,1.05,2.29,7.5495146069902e-6,5.56557387530792e-11,0.2224922759326129,62.19774550583536,1.071986686724e-5,2.42630051462238e-10,-0.1755334926800651,60.23466519060011
32.42,78.56,0.92,2.05,1.38992373238506e-5,1.13599804115594e-10,0.2221925886919304,62.22868238484071,1.67999002651796e-5,3.79357373795139e-10,-0.1835276719803111,60.50087573240846
12.87,71.66,0.9,2.33,1.744600847184e-5,5.73612264224212e-10,0.2079369665936596,64.06421562270947,1.59838092821007e-5,2.48658477262465e-9,-0.1615837491786668,61.50564996455097
33.3,92.65,1.3,1.47,1.54122994902522e-5,1.29716458054332e-10,0.223674164456985,62.275975177148624,2.06894636232322e-5,7.50303587804461e-10,-0.1699726760319739,59.20891111250252
21.53,84.48,1.4,1.81,1.62841746082021e-5,2.32994644244311e-10,0.2194158747842899,61.730290549412274,1.87725624721225e-5,1.65090558222e-9,-0.1594696535784609,60.777555295307295
11.65,27.2,0.74,1.25,7.30586549387872e-6,1.47066538023707e-10,0.2150346701386445,60.9540419202358,5.7917823273454e-6,3.29125287371195e-10,-0.1902191212089045,59.807092032619636
17.67,48.76,0.64,1.5,1.20675146673603e-5,1.37133449327087e-10,0.2195139145650321,62.18611503493165,1.07528577089065e-5,2.43906076122859e-10,-0.1994147474203699,61.46526092322356
33.07,36.37,0.33,2.06,8.00324414488531e-6,4.70128288586088e-11,0.2208048183441123,61.18107835702159,7.92131982208237e-6,5.16597970491545e-11,-0.2137108249824444,61.281105970454014
7.29,31.79,0.87,2.63,8.69599741303183e-6,1.53266692208481e-9,0.1886397860434988,67.4421613956041,7.08569632473665e-6,5.12974889191163e-9,-0.1458798368969815,66.2032983975287
38.68,39.56,0.73,1.5,7.18641135711955e-6,4.22432155630703e-11,0.2234169389971812,60.98479347922649,8.12445312563366e-6,8.4427638135205e-11,-0.1983201489083066,60.605072266743946
27.39,26.97,1.28,2.71,4.7090695706824e-6,5.66566260196942e-11,0.2195383893542938,61.80670418375661,5.4397949539392e-6,3.87563277052333e-10,-0.1602291716710395,61.054927573706735
38.53,83.62,1.01,1.87,1.31043686998462e-5,9.7176683517655e-11,0.2234782496755272,61.8558390366718,1.8587888652221e-5,3.46081203692366e-10,-0.1816807910828192,60.507466487801125
17.75,92.72,0.33,2.71,2.29348168421232e-5,3.22254209496292e-10,0.2149262731642356,61.104524234696896,2.0471465692288e-5,4.91035255114681e-10,-0.1995301926604896,62.186346792429525
17.75,95.91,0.73,2.68,2.17639042525881e-5,3.6828661784334e-10,0.2148716268159137,60.878015954959075,2.18013349092984e-5,1.2342219997846e-9,-0.1773715149308995,61.088467665297976
13.63,59.82,1.12,2.92,1.36529136773111e-5,5.12415395293658e-10,0.2082201444434373,64.85265196011265,1.32166383855114e-5,4.24850051909172e-9,-0.1443855185586218,62.215353216236274
37.93,95.99,1.31,2.92,1.37380159206852e-5,1.32709614234567e-10,0.2221764926355243,62.3136495223121,2.05156514764313e-5,1.05968912766822e-9,-0.157642664398526,60.18015014866922
37.93,79.21,0.96,1.65,1.35481797074005e-5,9.04563761975029e-11,0.2237939776254633,61.53641649534441,1.76694974164822e-5,2.83805882531942e-10,-0.1864238622524147,58.85745950907857
9.74,94.97,0.33,2.28,2.68157029155806e-5,8.86251256713635e-10,0.2092390791435542,63.04354960499411,2.15829209563529e-5,1.29629219494999e-9,-0.1947160714275584,60.51681011874904
30.72,86.21,0.8,2.7,1.58761322537779e-5,1.41997940740669e-10,0.2204966977680855,62.23632841973254,1.93546611774169e-5,4.68350922922701e-10,-0.1822859951149112,61.1726878453515
22.99,55.34,1.41,1.43,1.05820503209587e-5,1.31307925237542e-10,0.2207042003056155,62.08492752675715,1.23852740284808e-5,8.0731196598642e-10,-0.1645765682837405,61.42665174704432
19.87,37.43,1.46,1.38,7.53913721156719e-6,1.14463966887663e-10,0.2182228426001781,61.47470422980114,8.18624033964716e-6,9.18680617787053e-10,-0.1565389880100368,59.83482824071875
26.65,44.23,0.7,1.31,9.32950515998787e-6,7.14288098707564e-11,0.2225392720356069,61.38529158575594,9.4213690924407e-6,1.29027799602502e-10,-0.2009383748030754,60.101194257979465
8.48,25.43,0.75,2.6,6.71089625043306e-6,6.58412996313152e-10,0.1948828909576054,66.28048987127946,5.33590651340343e-6,1.72408976842108e-9,-0.1613883726692508,62.86984014383898
