size,test_mse,seed
166,0.13141612708568573,16644
166,0.14076782763004303,16645
166,0.12133804708719254,16646
166,0.11327986419200897,16647
166,0.1346631646156311,16648
166,0.11359623074531555,16649
166,0.13373328745365143,16651
166,0.12261426448822021,16650
77,0.2947425842285156,7742
77,0.23163646459579468,7744
77,0.20558518171310425,7743
77,0.1752786487340927,7746
77,0.17510752379894257,7745
77,0.17170870304107666,7747
77,0.1727946400642395,7748
77,0.16368411481380463,7750
77,0.20252782106399536,7749
155,0.15968157351016998,15543
77,0.16749219596385956,7751
155,0.11650378257036209,15542
155,0.14117370545864105,15545
155,0.10898438841104507,15544
155,0.1241997554898262,15546
155,0.13440760970115662,15547
155,0.13146573305130005,15549
155,0.13464155793190002,15548
155,0.1435738354921341,15550
66,0.2342432141304016,6642
155,0.11450333148241043,15551
66,0.1796567589044571,6643
66,0.2565142512321472,6644
66,0.17326666414737701,6645
66,0.18612094223499298,6646
66,0.21186508238315582,6648
66,0.24539068341255188,6649
66,0.189927875995636,6647
66,0.18812984228134155,6650
66,0.2214903086423874,6651
51,0.23360243439674377,5142
51,0.28399428725242615,5144
51,0.1809423416852951,5143
51,0.2357664555311203,5145
51,0.2040703147649765,5147
51,0.346591591835022,5146
51,0.2587164342403412,5150
51,0.2132485955953598,5148
51,0.2032174915075302,5149
51,0.21447943150997162,5151
72,0.17190507054328918,7243
72,0.15350928902626038,7242
72,0.14238525927066803,7244
72,0.17770063877105713,7246
72,0.1721382886171341,7245
72,0.1982213705778122,7247
72,0.18106983602046967,7248
72,0.27783581614494324,7249
72,0.16986551880836487,7251
55,0.2200179100036621,5542
72,0.17977756261825562,7250
55,0.2151266485452652,5543
55,0.16668066382408142,5544
55,0.2901449501514435,5546
55,0.1971275806427002,5545
55,0.23296718299388885,5547
55,0.1767248958349228,5548
55,0.2063841074705124,5549
55,0.19978930056095123,5551
55,0.1587284356355667,5550
58,0.18409264087677002,5842
58,0.21129703521728516,5843
58,0.17817756533622742,5844
58,0.22437907755374908,5845
58,0.15335917472839355,5847
58,0.2250758856534958,5846
58,0.18377210199832916,5848
58,0.16378195583820343,5850
58,0.1665591150522232,5849
58,0.21653850376605988,5851
83,0.18437543511390686,8342
83,0.162325918674469,8343
83,0.17713700234889984,8345
83,0.2210501730442047,8346
83,0.13707800209522247,8344
83,0.2319016307592392,8348
83,0.2692966163158417,8349
83,0.18276938796043396,8347
83,0.1777859479188919,8350
